time,gFx,gFy,gFz,TgF
65.0380,0.1081,-0.0493,0.9979,1.005
65.0420,0.1052,-0.0468,0.9935,1.000
65.0440,0.1071,-0.0483,0.9920,0.999
65.0520,0.1071,-0.0478,0.9896,0.996
65.0530,0.1066,-0.0468,0.9871,0.994
65.0530,0.1071,-0.0468,0.9847,0.992
65.0540,0.1076,-0.0468,0.9837,0.991
65.0580,0.1047,-0.0473,0.9852,0.992
65.0580,0.1076,-0.0483,0.9876,0.995
65.0690,0.1091,-0.0493,0.9857,0.993
65.0700,0.1091,-0.0493,0.9837,0.991
65.0700,0.1135,-0.0493,0.9842,0.992
65.0700,0.1130,-0.0517,0.9822,0.990
65.0700,0.1135,-0.0503,0.9822,0.990
65.0740,0.1154,-0.0493,0.9827,0.991
65.0780,0.1184,-0.0493,0.9813,0.990
65.0780,0.1193,-0.0493,0.9793,0.988
65.0860,0.1213,-0.0488,0.9773,0.986
65.0870,0.1203,-0.0493,0.9769,0.985
65.0870,0.1262,-0.0464,0.9759,0.985
65.0910,0.1262,-0.0449,0.9764,0.986
65.0910,0.1247,-0.0454,0.9773,0.986
65.0940,0.1247,-0.0468,0.9817,0.991
65.1020,0.1242,-0.0488,0.9857,0.995
65.1020,0.1228,-0.0508,0.9905,0.999
65.1020,0.1252,-0.0512,0.9940,1.003
65.1030,0.1228,-0.0493,0.9969,1.006
65.1050,0.1218,-0.0493,0.9988,1.007
65.1070,0.1237,-0.0473,0.9988,1.008
65.1100,0.1223,-0.0478,1.0008,1.009
65.1150,0.1193,-0.0454,1.0013,1.009
65.1180,0.1179,-0.0449,1.0013,1.009
65.1180,0.1189,-0.0464,1.0008,1.009
65.1210,0.1184,-0.0439,0.9984,1.006
65.1220,0.1208,-0.0415,0.9979,1.006
65.1260,0.1208,-0.0410,0.9959,1.004
65.1350,0.1203,-0.0415,0.9925,1.001
65.1350,0.1223,-0.0400,0.9930,1.001
65.1350,0.1223,-0.0395,0.9940,1.002
65.1360,0.1208,-0.0410,0.9959,1.004
65.1400,0.1189,-0.0405,0.9988,1.007
65.1410,0.1193,-0.0405,0.9993,1.007
65.1510,0.1213,-0.0415,1.0018,1.010
65.1510,0.1213,-0.0410,1.0018,1.010
65.1510,0.1213,-0.0424,0.9988,1.007
65.1520,0.1247,-0.0424,0.9998,1.008
65.1520,0.1228,-0.0410,0.9949,1.003
65.1560,0.1218,-0.0390,0.9905,0.999
65.1580,0.1228,-0.0395,0.9852,0.994
65.1640,0.1228,-0.0400,0.9813,0.990
65.1640,0.1233,-0.0415,0.9759,0.985
65.1650,0.1237,-0.0415,0.9725,0.981
65.1700,0.1223,-0.0424,0.9690,0.978
65.1700,0.1223,-0.0439,0.9666,0.975
65.1740,0.1208,-0.0468,0.9710,0.980
65.1750,0.1164,-0.0512,0.9749,0.983
65.1820,0.1154,-0.0542,0.9837,0.992
65.1850,0.1130,-0.0576,0.9915,1.000
65.1860,0.1096,-0.0586,0.9979,1.006
65.1860,0.1091,-0.0600,1.0062,1.014
65.1910,0.1081,-0.0605,1.0130,1.021
65.1950,0.1062,-0.0620,1.0179,1.025
65.1990,0.1081,-0.0615,1.0228,1.030
65.2000,0.1066,-0.0615,1.0262,1.034
65.2000,0.1047,-0.0605,1.0257,1.033
65.2020,0.1076,-0.0571,1.0208,1.028
65.2030,0.1062,-0.0547,1.0179,1.025
65.2050,0.1086,-0.0517,1.0120,1.019
65.2090,0.1091,-0.0508,1.0062,1.013
65.2160,0.1101,-0.0498,0.9984,1.006
65.2160,0.1105,-0.0468,0.9944,1.002
65.2160,0.1130,-0.0468,0.9915,0.999
65.2180,0.1135,-0.0459,0.9905,0.998
65.2210,0.1130,-0.0468,0.9876,0.995
65.2230,0.1135,-0.0468,0.9896,0.997
65.2240,0.1145,-0.0464,0.9886,0.996
65.2350,0.1169,-0.0483,0.9886,0.997
65.2350,0.1164,-0.0459,0.9861,0.994
65.2350,0.1169,-0.0473,0.9847,0.993
65.2360,0.1169,-0.0498,0.9842,0.992
65.2410,0.1179,-0.0503,0.9813,0.990
65.2410,0.1169,-0.0503,0.9793,0.988
65.2440,0.1159,-0.0483,0.9793,0.987
65.2440,0.1154,-0.0483,0.9764,0.984
65.2490,0.1159,-0.0483,0.9754,0.983
65.2500,0.1159,-0.0473,0.9739,0.982
65.2520,0.1149,-0.0473,0.9739,0.982
65.2570,0.1154,-0.0488,0.9769,0.985
65.2570,0.1130,-0.0488,0.9793,0.987
65.2610,0.1081,-0.0503,0.9817,0.989
65.2650,0.1091,-0.0517,0.9876,0.995
65.2700,0.1066,-0.0527,0.9915,0.999
65.2700,0.1076,-0.0527,0.9974,1.005
65.2750,0.1086,-0.0542,1.0028,1.010
65.2760,0.1071,-0.0547,1.0042,1.011
65.2800,0.1057,-0.0537,1.0067,1.014
65.2810,0.1057,-0.0517,1.0076,1.014
65.2830,0.1062,-0.0517,1.0052,1.012
65.2840,0.1086,-0.0503,1.0018,1.009
65.2870,0.1125,-0.0468,0.9974,1.005
65.2880,0.1149,-0.0434,0.9930,1.001
65.2910,0.1179,-0.0434,0.9871,0.995
65.2930,0.1184,-0.0444,0.9788,0.987
65.2990,0.1189,-0.0459,0.9754,0.984
65.3000,0.1252,-0.0444,0.9729,0.982
65.3000,0.1242,-0.0439,0.9715,0.980
65.3040,0.1247,-0.0434,0.9695,0.978
65.3050,0.1267,-0.0459,0.9676,0.977
65.3080,0.1281,-0.0459,0.9681,0.978
65.3100,0.1301,-0.0478,0.9700,0.980
65.3130,0.1262,-0.0488,0.9715,0.981
65.3180,0.1262,-0.0503,0.9739,0.983
65.3180,0.1262,-0.0512,0.9744,0.984
65.3210,0.1262,-0.0527,0.9749,0.984
65.3240,0.1247,-0.0532,0.9749,0.984
65.3240,0.1242,-0.0547,0.9729,0.982
65.3340,0.1233,-0.0537,0.9705,0.980
65.3340,0.1228,-0.0527,0.9690,0.978
65.3350,0.1233,-0.0532,0.9686,0.978
65.3350,0.1208,-0.0547,0.9695,0.979
65.3400,0.1174,-0.0561,0.9720,0.981
65.3400,0.1164,-0.0586,0.9769,0.986
65.3490,0.1135,-0.0586,0.9808,0.989
65.3490,0.1101,-0.0605,0.9847,0.993
65.3500,0.1086,-0.0600,0.9910,0.999
65.3500,0.1071,-0.0625,0.9974,1.005
65.3530,0.1062,-0.0625,1.0018,1.009
65.3550,0.1047,-0.0639,1.0057,1.013
65.3580,0.1032,-0.0620,1.0067,1.014
65.3610,0.1027,-0.0620,1.0062,1.013
65.3680,0.1018,-0.0605,1.0081,1.015
65.3680,0.1027,-0.0581,1.0047,1.012
65.3690,0.1027,-0.0571,0.9984,1.005
65.3700,0.1062,-0.0556,0.9920,0.999
65.3720,0.1081,-0.0532,0.9847,0.992
65.3760,0.1086,-0.0503,0.9783,0.986
65.3770,0.1096,-0.0493,0.9739,0.981
65.3850,0.1101,-0.0503,0.9705,0.978
65.3850,0.1115,-0.0498,0.9676,0.975
65.3850,0.1120,-0.0488,0.9651,0.973
65.3880,0.1120,-0.0512,0.9656,0.973
65.3920,0.1125,-0.0527,0.9656,0.974
65.3990,0.1140,-0.0517,0.9656,0.974
65.4000,0.1135,-0.0532,0.9656,0.974
65.4000,0.1110,-0.0537,0.9681,0.976
65.4010,0.1101,-0.0547,0.9671,0.975
65.4050,0.1091,-0.0547,0.9666,0.974
65.4090,0.1105,-0.0532,0.9651,0.973
65.4100,0.1110,-0.0532,0.9642,0.972
65.4100,0.1101,-0.0527,0.9598,0.967
65.4120,0.1101,-0.0522,0.9573,0.965
65.4150,0.1110,-0.0527,0.9578,0.966
65.4180,0.1101,-0.0527,0.9573,0.965
65.4210,0.1086,-0.0532,0.9573,0.965
65.4220,0.1066,-0.0556,0.9598,0.967
65.4240,0.1042,-0.0556,0.9651,0.972
65.4340,0.1037,-0.0581,0.9710,0.978
65.4350,0.1037,-0.0591,0.9754,0.983
65.4350,0.1052,-0.0600,0.9813,0.989
65.4360,0.1057,-0.0600,0.9891,0.997
65.4380,0.1032,-0.0615,0.9949,1.002
65.4400,0.1027,-0.0610,1.0003,1.007
65.4440,0.1018,-0.0625,1.0042,1.011
65.4450,0.1027,-0.0620,1.0032,1.010
65.4530,0.1047,-0.0581,1.0018,1.009
65.4540,0.1062,-0.0571,0.9954,1.003
65.4540,0.1086,-0.0532,0.9891,0.996
65.4540,0.1115,-0.0517,0.9803,0.988
65.4580,0.1130,-0.0488,0.9729,0.981
65.4620,0.1174,-0.0473,0.9686,0.977
65.4620,0.1184,-0.0468,0.9637,0.972
65.4660,0.1174,-0.0473,0.9583,0.967
65.4660,0.1189,-0.0478,0.9539,0.962
65.4700,0.1218,-0.0468,0.9519,0.961
65.4720,0.1223,-0.0468,0.9510,0.960
65.4760,0.1228,-0.0493,0.9524,0.962
65.4820,0.1247,-0.0498,0.9558,0.965
65.4820,0.1223,-0.0508,0.9598,0.969
65.4820,0.1218,-0.0522,0.9617,0.971
65.4860,0.1218,-0.0532,0.9627,0.972
65.4860,0.1213,-0.0537,0.9651,0.974
65.4970,0.1203,-0.0537,0.9690,0.978
65.4980,0.1208,-0.0542,0.9705,0.979
65.4980,0.1193,-0.0552,0.9710,0.980
65.4980,0.1198,-0.0552,0.9720,0.981
65.5040,0.1174,-0.0556,0.9744,0.983
65.5040,0.1145,-0.0552,0.9783,0.987
65.5080,0.1125,-0.0571,0.9837,0.992
65.5120,0.1096,-0.0561,0.9881,0.996
65.5130,0.1081,-0.0561,0.9930,1.000
65.5130,0.1076,-0.0561,0.9974,1.005
65.5140,0.1071,-0.0561,1.0023,1.010
65.5180,0.1057,-0.0561,1.0067,1.014
65.5220,0.1042,-0.0547,1.0111,1.018
65.5230,0.1066,-0.0547,1.0120,1.019
65.5230,0.1047,-0.0542,1.0116,1.018
65.5330,0.1052,-0.0542,1.0096,1.017
65.5330,0.1066,-0.0508,1.0032,1.010
65.5330,0.1091,-0.0483,0.9959,1.003
65.5340,0.1130,-0.0483,0.9891,0.997
65.5380,0.1145,-0.0468,0.9822,0.990
65.5420,0.1164,-0.0454,0.9764,0.984
65.5420,0.1184,-0.0449,0.9720,0.980
65.5530,0.1184,-0.0449,0.9690,0.977
65.5530,0.1208,-0.0454,0.9686,0.977
65.5540,0.1242,-0.0454,0.9666,0.976
65.5540,0.1272,-0.0454,0.9666,0.976
65.5540,0.1277,-0.0444,0.9686,0.978
65.5570,0.1277,-0.0468,0.9705,0.980
65.5700,0.1277,-0.0454,0.9734,0.983
65.5710,0.1281,-0.0468,0.9778,0.987
65.5710,0.1262,-0.0483,0.9798,0.989
65.5710,0.1242,-0.0473,0.9788,0.988
65.5720,0.1237,-0.0473,0.9788,0.988
65.5720,0.1208,-0.0473,0.9783,0.987
65.5750,0.1193,-0.0473,0.9759,0.984
65.5790,0.1193,-0.0459,0.9793,0.988
65.5790,0.1159,-0.0468,0.9788,0.987
65.5850,0.1130,-0.0473,0.9793,0.987
65.5850,0.1091,-0.0483,0.9808,0.988
65.5850,0.1062,-0.0503,0.9852,0.992
65.5900,0.1052,-0.0517,0.9886,0.996
65.5960,0.1042,-0.0527,0.9935,1.000
65.5970,0.1037,-0.0527,0.9988,1.006
65.5970,0.1003,-0.0537,1.0028,1.009
65.6030,0.0983,-0.0552,1.0062,1.012
65.6030,0.0988,-0.0542,1.0106,1.017
65.6040,0.0993,-0.0556,1.0135,1.020
65.6080,0.0993,-0.0552,1.0130,1.019
65.6100,0.1013,-0.0517,1.0101,1.016
65.6140,0.1042,-0.0488,1.0037,1.010
65.6140,0.1076,-0.0459,0.9969,1.004
65.6200,0.1130,-0.0424,0.9901,0.997
65.6200,0.1169,-0.0424,0.9847,0.992
65.6240,0.1154,-0.0444,0.9769,0.985
65.6250,0.1184,-0.0424,0.9725,0.981
65.6270,0.1218,-0.0434,0.9690,0.978
65.6310,0.1218,-0.0424,0.9666,0.975
65.6310,0.1247,-0.0449,0.9656,0.975
65.6340,0.1286,-0.0434,0.9690,0.979
65.6380,0.1291,-0.0464,0.9715,0.981
65.6380,0.1291,-0.0488,0.9739,0.984
65.6430,0.1286,-0.0512,0.9783,0.988
65.6430,0.1277,-0.0517,0.9837,0.993
65.6520,0.1277,-0.0527,0.9915,1.001
65.6530,0.1252,-0.0566,0.9949,1.004
65.6530,0.1242,-0.0581,0.9993,1.009
65.6570,0.1257,-0.0556,1.0037,1.013
65.6570,0.1247,-0.0532,1.0032,1.012
65.6750,0.1257,-0.0522,1.0042,1.013
65.6750,0.1237,-0.0522,1.0047,1.014
65.6760,0.1213,-0.0522,1.0072,1.016
65.6760,0.1213,-0.0522,1.0086,1.017
65.6770,0.1189,-0.0503,1.0096,1.018
65.6770,0.1193,-0.0478,1.0096,1.018
65.6770,0.1193,-0.0478,1.0111,1.019
65.6780,0.1184,-0.0459,1.0091,1.017
65.6800,0.1198,-0.0449,1.0096,1.018
65.6810,0.1189,-0.0439,1.0106,1.018
65.6840,0.1149,-0.0464,1.0096,1.017
65.6860,0.1135,-0.0459,1.0057,1.013
65.6890,0.1135,-0.0449,1.0062,1.014
65.6930,0.1164,-0.0444,1.0023,1.010
65.6930,0.1164,-0.0424,0.9964,1.004
65.6990,0.1179,-0.0415,0.9896,0.997
65.6990,0.1179,-0.0420,0.9852,0.993
65.7010,0.1184,-0.0415,0.9803,0.988
65.7040,0.1193,-0.0420,0.9769,0.985
65.7050,0.1208,-0.0429,0.9695,0.978
65.7100,0.1198,-0.0429,0.9686,0.977
65.7100,0.1184,-0.0454,0.9666,0.975
65.7130,0.1189,-0.0464,0.9671,0.975
65.7160,0.1198,-0.0464,0.9720,0.980
65.7210,0.1203,-0.0488,0.9783,0.987
65.7210,0.1169,-0.0522,0.9808,0.989
65.7220,0.1145,-0.0547,0.9866,0.995
65.7270,0.1130,-0.0566,0.9925,1.001
65.7290,0.1115,-0.0561,0.9979,1.006
65.7310,0.1105,-0.0581,1.0028,1.011
65.7330,0.1096,-0.0586,1.0057,1.013
65.7370,0.1101,-0.0571,1.0086,1.016
65.7380,0.1115,-0.0576,1.0101,1.018
65.7450,0.1120,-0.0576,1.0091,1.017
65.7450,0.1120,-0.0547,1.0096,1.017
65.7450,0.1110,-0.0542,1.0106,1.018
65.7470,0.1120,-0.0532,1.0120,1.020
65.7520,0.1125,-0.0556,1.0106,1.018
65.7520,0.1149,-0.0532,1.0111,1.019
65.7560,0.1174,-0.0517,1.0096,1.018
65.7600,0.1189,-0.0508,1.0091,1.017
65.7610,0.1218,-0.0483,1.0116,1.020
65.7640,0.1237,-0.0488,1.0106,1.019
65.7830,0.1233,-0.0498,1.0106,1.019
65.7840,0.1237,-0.0508,1.0111,1.020
65.7840,0.1247,-0.0488,1.0086,1.017
65.7840,0.1257,-0.0478,1.0057,1.015
65.7840,0.1272,-0.0464,1.0013,1.010
65.7840,0.1277,-0.0449,0.9944,1.004
65.7850,0.1320,-0.0434,0.9876,0.997
65.7850,0.1330,-0.0424,0.9832,0.993
65.7890,0.1320,-0.0429,0.9783,0.988
65.7890,0.1325,-0.0434,0.9749,0.985
65.7900,0.1296,-0.0439,0.9710,0.981
65.7930,0.1291,-0.0429,0.9700,0.980
65.7970,0.1291,-0.0444,0.9715,0.981
65.7970,0.1262,-0.0464,0.9725,0.982
65.8010,0.1233,-0.0473,0.9759,0.985
65.8030,0.1208,-0.0517,0.9817,0.991
65.8050,0.1189,-0.0552,0.9896,0.998
65.8080,0.1149,-0.0552,0.9969,1.005
65.8100,0.1110,-0.0571,1.0037,1.011
65.8130,0.1096,-0.0571,1.0076,1.015
65.8150,0.1086,-0.0566,1.0116,1.019
65.8180,0.1076,-0.0571,1.0150,1.022
65.8220,0.1047,-0.0566,1.0150,1.022
65.8220,0.1057,-0.0566,1.0150,1.022
65.8260,0.1066,-0.0542,1.0145,1.022
65.8270,0.1057,-0.0522,1.0145,1.021
65.8300,0.1076,-0.0537,1.0135,1.021
65.8350,0.1066,-0.0527,1.0086,1.016
65.8350,0.1086,-0.0498,1.0042,1.011
65.8380,0.1120,-0.0493,1.0008,1.008
65.8410,0.1120,-0.0483,0.9984,1.006
65.8430,0.1145,-0.0478,0.9988,1.007
65.8440,0.1184,-0.0508,1.0008,1.009
65.8480,0.1169,-0.0512,1.0028,1.011
65.8500,0.1169,-0.0522,1.0032,1.011
65.8530,0.1198,-0.0508,1.0037,1.012
65.8550,0.1233,-0.0493,1.0018,1.011
65.8580,0.1247,-0.0508,1.0003,1.009
65.8590,0.1277,-0.0512,0.9974,1.007
65.8640,0.1272,-0.0503,0.9940,1.003
65.8650,0.1277,-0.0503,0.9915,1.001
65.8670,0.1286,-0.0503,0.9876,0.997
65.8700,0.1301,-0.0498,0.9822,0.992
65.8720,0.1320,-0.0503,0.9788,0.989
65.8770,0.1320,-0.0512,0.9749,0.985
65.8780,0.1320,-0.0488,0.9725,0.983
65.8790,0.1316,-0.0488,0.9720,0.982
65.8830,0.1316,-0.0503,0.9715,0.982
65.8860,0.1311,-0.0532,0.9759,0.986
65.8880,0.1277,-0.0542,0.9793,0.989
65.8890,0.1218,-0.0552,0.9847,0.994
65.8920,0.1208,-0.0556,0.9871,0.996
65.8960,0.1193,-0.0566,0.9876,0.996
65.8980,0.1159,-0.0561,0.9871,0.995
65.8990,0.1169,-0.0566,0.9876,0.996
65.9030,0.1169,-0.0561,0.9881,0.997
65.9040,0.1140,-0.0556,0.9866,0.995
65.9090,0.1125,-0.0571,0.9847,0.993
65.9120,0.1110,-0.0561,0.9847,0.993
65.9130,0.1120,-0.0542,0.9842,0.992
65.9160,0.1130,-0.0522,0.9827,0.991
65.9170,0.1130,-0.0512,0.9837,0.991
65.9210,0.1154,-0.0517,0.9827,0.991
65.9220,0.1179,-0.0522,0.9817,0.990
65.9290,0.1164,-0.0522,0.9827,0.991
65.9290,0.1159,-0.0532,0.9871,0.995
65.9300,0.1159,-0.0542,0.9891,0.997
65.9320,0.1179,-0.0532,0.9925,1.001
65.9360,0.1184,-0.0517,0.9930,1.001
65.9380,0.1203,-0.0522,0.9910,1.000
65.9410,0.1213,-0.0508,0.9861,0.995
65.9460,0.1242,-0.0483,0.9827,0.992
65.9460,0.1262,-0.0488,0.9788,0.988
65.9480,0.1257,-0.0483,0.9720,0.981
65.9500,0.1281,-0.0473,0.9681,0.978
65.9510,0.1286,-0.0468,0.9617,0.971
65.9550,0.1316,-0.0464,0.9598,0.970
65.9580,0.1330,-0.0488,0.9573,0.968
65.9640,0.1325,-0.0498,0.9563,0.967
65.9640,0.1335,-0.0512,0.9598,0.970
65.9640,0.1340,-0.0537,0.9661,0.977
65.9680,0.1291,-0.0552,0.9725,0.983
65.9700,0.1267,-0.0581,0.9808,0.991
65.9780,0.1272,-0.0615,0.9896,1.000
65.9780,0.1233,-0.0610,0.9974,1.007
65.9780,0.1233,-0.0605,1.0037,1.013
65.9830,0.1228,-0.0610,1.0101,1.019
65.9840,0.1203,-0.0591,1.0101,1.019
65.9840,0.1198,-0.0576,1.0111,1.020
65.9870,0.1193,-0.0556,1.0072,1.016
65.9920,0.1174,-0.0532,1.0008,1.009
65.9920,0.1189,-0.0508,0.9979,1.006
65.9940,0.1189,-0.0478,0.9910,0.999
65.9970,0.1174,-0.0439,0.9842,0.992
65.9980,0.1193,-0.0439,0.9788,0.987
66.0030,0.1198,-0.0424,0.9725,0.981
66.0040,0.1189,-0.0400,0.9671,0.975
66.0080,0.1218,-0.0400,0.9661,0.975
66.0100,0.1198,-0.0410,0.9632,0.971
66.0120,0.1184,-0.0420,0.9646,0.973
66.0140,0.1198,-0.0420,0.9642,0.972
66.0180,0.1198,-0.0415,0.9632,0.971
66.0190,0.1208,-0.0420,0.9598,0.968
66.0210,0.1208,-0.0395,0.9578,0.966
66.0240,0.1198,-0.0395,0.9549,0.963
66.0300,0.1203,-0.0405,0.9539,0.962
66.0300,0.1208,-0.0424,0.9490,0.958
66.0320,0.1174,-0.0429,0.9446,0.953
66.0350,0.1193,-0.0420,0.9446,0.953
66.0370,0.1174,-0.0415,0.9427,0.951
66.0510,0.1169,-0.0410,0.9422,0.950
66.0510,0.1169,-0.0439,0.9422,0.950
66.0520,0.1164,-0.0449,0.9466,0.955
66.0530,0.1135,-0.0459,0.9510,0.959
66.0530,0.1101,-0.0478,0.9583,0.966
66.0680,0.1076,-0.0508,0.9617,0.969
66.0690,0.1057,-0.0508,0.9666,0.974
66.0690,0.1057,-0.0517,0.9739,0.981
66.0700,0.1071,-0.0527,0.9773,0.985
66.0700,0.1062,-0.0532,0.9798,0.987
66.0710,0.1047,-0.0517,0.9857,0.993
66.0710,0.1052,-0.0537,0.9876,0.995
66.0710,0.1066,-0.0512,0.9910,0.998
66.0720,0.1066,-0.0503,0.9910,0.998
66.0750,0.1066,-0.0478,0.9871,0.994
66.0760,0.1125,-0.0468,0.9857,0.993
66.0800,0.1140,-0.0444,0.9842,0.992
66.0810,0.1154,-0.0439,0.9764,0.984
66.0830,0.1213,-0.0434,0.9729,0.981
66.0860,0.1247,-0.0415,0.9734,0.982
66.0920,0.1262,-0.0420,0.9705,0.980
66.0930,0.1286,-0.0420,0.9695,0.979
66.0940,0.1306,-0.0429,0.9705,0.980
66.0960,0.1320,-0.0420,0.9690,0.979
66.0980,0.1350,-0.0424,0.9686,0.979
66.1020,0.1374,-0.0420,0.9686,0.979
66.1030,0.1379,-0.0405,0.9690,0.980
66.1070,0.1399,-0.0424,0.9671,0.978
66.1110,0.1364,-0.0434,0.9642,0.975
66.1110,0.1345,-0.0464,0.9632,0.974
66.1150,0.1330,-0.0478,0.9637,0.974
66.1150,0.1311,-0.0478,0.9642,0.974
66.1190,0.1306,-0.0483,0.9666,0.977
66.1210,0.1277,-0.0488,0.9700,0.980
66.1240,0.1223,-0.0503,0.9725,0.981
66.1260,0.1208,-0.0517,0.9749,0.984
66.1290,0.1174,-0.0537,0.9788,0.987
66.1300,0.1140,-0.0542,0.9852,0.993
66.1330,0.1110,-0.0552,0.9896,0.997
66.1360,0.1071,-0.0571,0.9935,1.001
66.1460,0.1057,-0.0561,0.9954,1.003
66.1470,0.1062,-0.0527,0.9984,1.005
66.1470,0.1032,-0.0512,0.9974,1.004
66.1470,0.1027,-0.0508,0.9944,1.001
66.1510,0.1032,-0.0498,0.9915,0.998
66.1510,0.1022,-0.0473,0.9861,0.993
66.1540,0.1022,-0.0454,0.9808,0.987
66.1630,0.1052,-0.0444,0.9759,0.983
66.1630,0.1047,-0.0415,0.9705,0.977
66.1630,0.1096,-0.0420,0.9637,0.971
66.1660,0.1110,-0.0415,0.9607,0.968
66.1660,0.1115,-0.0415,0.9568,0.964
66.1700,0.1120,-0.0415,0.9554,0.963
66.1720,0.1149,-0.0424,0.9573,0.965
66.1760,0.1149,-0.0434,0.9588,0.967
66.1760,0.1159,-0.0429,0.9632,0.971
66.1780,0.1174,-0.0439,0.9646,0.973
66.1810,0.1179,-0.0454,0.9651,0.973
66.1850,0.1198,-0.0449,0.9671,0.976
66.1880,0.1198,-0.0464,0.9671,0.976
66.1910,0.1184,-0.0483,0.9671,0.976
66.1920,0.1198,-0.0478,0.9666,0.975
66.1950,0.1208,-0.0473,0.9676,0.976
66.1960,0.1189,-0.0473,0.9661,0.975
66.2000,0.1189,-0.0459,0.9637,0.972
66.2010,0.1184,-0.0444,0.9642,0.972
66.2040,0.1174,-0.0449,0.9642,0.972
66.2070,0.1193,-0.0444,0.9686,0.977
66.2080,0.1169,-0.0468,0.9705,0.979
66.2130,0.1135,-0.0493,0.9734,0.981
66.2160,0.1140,-0.0503,0.9778,0.986
66.2190,0.1130,-0.0512,0.9842,0.992
66.2190,0.1105,-0.0532,0.9915,0.999
66.2240,0.1115,-0.0542,0.9949,1.003
66.2300,0.1096,-0.0537,0.9974,1.005
66.2310,0.1101,-0.0542,1.0023,1.010
66.2310,0.1125,-0.0537,1.0042,1.012
66.2310,0.1125,-0.0552,1.0042,1.012
66.2340,0.1149,-0.0542,1.0037,1.012
66.2370,0.1174,-0.0542,1.0018,1.010
66.2390,0.1174,-0.0527,0.9974,1.006
66.2410,0.1203,-0.0532,0.9944,1.003
66.2440,0.1223,-0.0522,0.9910,1.000
66.2450,0.1242,-0.0508,0.9891,0.998
66.2500,0.1267,-0.0512,0.9881,0.998
66.2500,0.1267,-0.0532,0.9866,0.996
66.2650,0.1247,-0.0542,0.9857,0.995
66.2650,0.1257,-0.0566,0.9861,0.996
66.2650,0.1257,-0.0561,0.9852,0.995
66.2660,0.1262,-0.0561,0.9861,0.996
66.2660,0.1272,-0.0571,0.9842,0.994
66.2660,0.1247,-0.0581,0.9837,0.993
66.2680,0.1252,-0.0581,0.9827,0.992
66.2710,0.1237,-0.0581,0.9822,0.992
66.2780,0.1193,-0.0600,0.9788,0.988
66.2790,0.1198,-0.0610,0.9808,0.990
66.2790,0.1184,-0.0595,0.9788,0.988
66.2820,0.1140,-0.0576,0.9778,0.986
66.2830,0.1135,-0.0576,0.9773,0.986
66.2870,0.1130,-0.0576,0.9793,0.987
66.2930,0.1115,-0.0581,0.9827,0.991
66.2930,0.1101,-0.0586,0.9881,0.996
66.2940,0.1071,-0.0595,0.9925,1.000
66.2970,0.1062,-0.0586,0.9979,1.005
66.2970,0.1047,-0.0595,1.0023,1.009
66.3020,0.1032,-0.0581,1.0047,1.012
66.3040,0.1032,-0.0571,1.0081,1.015
66.3090,0.1027,-0.0552,1.0096,1.016
66.3100,0.1022,-0.0527,1.0096,1.016
66.3120,0.1037,-0.0512,1.0111,1.018
66.3140,0.1027,-0.0508,1.0091,1.016
66.3170,0.1022,-0.0517,1.0042,1.011
66.3170,0.1027,-0.0503,0.9993,1.006
66.3210,0.1062,-0.0464,0.9949,1.002
66.3260,0.1057,-0.0459,0.9910,0.998
66.3260,0.1081,-0.0434,0.9857,0.993
66.3290,0.1101,-0.0434,0.9783,0.985
66.3340,0.1110,-0.0415,0.9764,0.984
66.3350,0.1120,-0.0424,0.9749,0.982
66.3380,0.1110,-0.0439,0.9729,0.980
66.3390,0.1125,-0.0439,0.9725,0.980
66.3470,0.1140,-0.0439,0.9744,0.982
66.3470,0.1145,-0.0459,0.9739,0.982
66.3480,0.1149,-0.0459,0.9729,0.981
66.3480,0.1159,-0.0459,0.9744,0.982
66.3510,0.1169,-0.0478,0.9769,0.985
66.3520,0.1159,-0.0478,0.9813,0.989
66.3660,0.1140,-0.0508,0.9837,0.992
66.3670,0.1110,-0.0503,0.9813,0.989
66.3670,0.1125,-0.0493,0.9817,0.989
66.3680,0.1125,-0.0493,0.9847,0.992
66.3680,0.1115,-0.0493,0.9832,0.991
66.3680,0.1105,-0.0493,0.9837,0.991
66.3730,0.1120,-0.0493,0.9852,0.993
66.3840,0.1096,-0.0483,0.9891,0.996
66.3850,0.1081,-0.0517,0.9969,1.004
66.3850,0.1057,-0.0542,0.9998,1.007
66.3850,0.1042,-0.0537,1.0037,1.011
66.3860,0.1062,-0.0537,1.0101,1.017
66.3860,0.1066,-0.0542,1.0125,1.020
66.3900,0.1057,-0.0542,1.0145,1.021
66.3970,0.1071,-0.0552,1.0169,1.024
66.3980,0.1081,-0.0542,1.0203,1.027
66.3980,0.1076,-0.0556,1.0179,1.025
66.3980,0.1076,-0.0552,1.0159,1.023
66.4020,0.1091,-0.0537,1.0125,1.020
66.4030,0.1101,-0.0503,1.0091,1.016
66.4080,0.1120,-0.0488,1.0057,1.013
66.4090,0.1120,-0.0488,0.9974,1.005
66.4130,0.1149,-0.0478,0.9925,1.000
66.4130,0.1164,-0.0483,0.9891,0.997
66.4160,0.1159,-0.0473,0.9881,0.996
66.4190,0.1164,-0.0478,0.9876,0.996
66.4200,0.1159,-0.0488,0.9881,0.996
66.4240,0.1169,-0.0498,0.9871,0.995
66.4240,0.1164,-0.0508,0.9866,0.995
66.4270,0.1149,-0.0512,0.9861,0.994
